"strName","strCAS","Source","Type","numValue","strHyperlink","strDateAssessed","strReference","POD.type","numPOD","numBMD","BMR.Type","strCriticalEffect","numUF","numUFa","numUFh","numUFs","numUFl","numUFd","numUFother","Species","Strain","numBW","Route","Organ","Effect","tblEffect_strSex","DR.Type","strEffectPOD","intAnimalsControl","intAnimalsAffectedControl","numMeanResponseControl","numSDResponseControl","CV.Type","RfDEndpoint","UFEndpoint"
"1,3-Dichloropropene, mixed isomer",542756,"ATSDR","Chronic Oral MRL (mg/kg/day)",0.03,"http://www.atsdr.cdc.gov/ToxProfiles/tp40.pdf","9/2008","Stebbins KE, Johnson KA, Jeffries TK, et al. 2000. Chronic toxicity and oncogenicity studies of ingested

1,3-dichloropropene in rats and mice. Regul Toxicol Pharmacol 32:1-13.

Stebbins KE, Quast JF, Haut KT, et al. 1999. Subchronic and chronic toxicity of ingested 1,3-dichloropropene

in dogs. Regul Toxicol Pharmacol 30:233-243.","BMDL",3.4,5.1,"10% ER","basal cell hyperplasia of the nonglandular stomach mucosa",100,10,10,1,1,1,NA,"Rat","Fischer 344",NA,"Oral diet","gastrointestinal","nonneoplastic histopathology","F","Dichotomous","basal cell hyperplasia of the nonglandular stomach mucosa",50,0,NA,NA,"",0.03,100
"1,3-Dichloropropene, mixed isomer",542756,"OPP","Chronic RfD (mg/kg/day)",0.025,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-029001_1-Sep-98.pdf","9/1/98","Stott, W.; Johnson, K.; Jeffries, T.; et al. (1995) Telone II Soil Fumigant: Two-Year Chronic Toxicity/Oncogenicity Study in Fischer 344 Rats: Lab Project Number: M-003993-031. Unpublished study prepared by The Dow Chemical Co. 1515 p.  MRID 43763501","NOEL",2.5,NA,NA,"decrease in body weight gain and an increase in the incidence of basal cell hyperplasia of the nonglandular mucosa of the stomach",100,10,10,1,1,1,NA,"Rat","Fischer 344",NA,"Oral diet","stomach/forestomach","nonneoplastic histopathology","F","","basal cell hyperplasia of the nonglandular mucosa of the stomach",10,0,NA,NA,"",0.025,100
"1,3-Dichloropropene, mixed isomer",542756,"OPP","Chronic RfD (mg/kg/day)",0.025,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-029001_1-Sep-98.pdf","9/1/98","Stott, W.; Johnson, K.; Jeffries, T.; et al. (1995) Telone II Soil Fumigant: Two-Year Chronic Toxicity/Oncogenicity Study in Fischer 344 Rats: Lab Project Number: M-003993-031. Unpublished study prepared by The Dow Chemical Co. 1515 p.  MRID 43763501","NOEL",2.5,NA,NA,"decrease in body weight gain and an increase in the incidence of basal cell hyperplasia of the nonglandular mucosa of the stomach",100,10,10,1,1,1,NA,"Rat","Fischer 344",NA,"Oral diet","stomach/forestomach","nonneoplastic histopathology","M","Dichotomous","basal cell hyperplasia of the nonglandular mucosa of the stomach",10,0,NA,NA,"",0.025,100
"1,3-Dichloropropene, mixed isomer",542756,"OPP","Chronic RfD (mg/kg/day)",0.025,"http://www.epa.gov/opp00001/chem_search/reg_actions/reregistration/red_PC-029001_1-Sep-98.pdf","9/1/98","Stott, W.; Johnson, K.; Jeffries, T.; et al. (1995) Telone II Soil Fumigant: Two-Year Chronic Toxicity/Oncogenicity Study in Fischer 344 Rats: Lab Project Number: M-003993-031. Unpublished study prepared by The Dow Chemical Co. 1515 p.  MRID 43763501","NOEL",2.5,NA,NA,"decrease in body weight gain and an increase in the incidence of basal cell hyperplasia of the nonglandular mucosa of the stomach",100,10,10,1,1,1,NA,"Rat","Fischer 344",NA,"Oral diet","systemic","body weight","Both","","decrease in body weight gain",NA,NA,NA,NA,"",0.025,100
"1,3-Dichloropropene, mixed isomer",542756,"IRIS","RfD (mg/kg/day)",0.03,"http://www.epa.gov/iris/subst/0224.htm","5/25/2000","Stott, WT; Johnson, KA; Jeffries, TK; et al. (1995) Telone II soil fumigant: two-year chronic toxicity/oncogenicity study in Fischer 344 rats. The Dow Chemical Company. Midland, Michigan. Study # M-003993-0311.","BMDL",3.4,5.1,"10% ER","Chronic irritation",100,10,10,1,1,1,NA,"Rat","Fischer 344",NA,"Oral - other","stomach/forestomach","nonneoplastic histopathology","M","Dichotomous","chronic irritation",100,3,NA,NA,"",0.03,100
"1,3-Dinitrobenzene",99650,"IRIS","RfD (mg/kg/day)",1e-04,"http://www.epa.gov/iris/subst/0318.htm","8/22/1988","Cody, T.E., S. Witherup, L. Hastings, K. Stemmer and R.T. Christian. 1981. 1,3-Dinitrobenzene: Toxic effect in vivo and in vitro. J. Toxicol. Environ. Health. 7(5): 829-847.","NOAEL",0.4,NA,NA,"Increased splenic weight",3000,10,10,10,1,3,NA,"Rat","Carworth farm",NA,"Oral drinking water","spleen","organ weight","M","Continuous","Increased splenic weight",20,NA,0.85,0.02,"SE",3e-04,1000
"1,3-Dinitrobenzene",99650,"IRIS","RfD (mg/kg/day)",1e-04,"http://www.epa.gov/iris/subst/0318.htm","8/22/1988","Cody, T.E., S. Witherup, L. Hastings, K. Stemmer and R.T. Christian. 1981. 1,3-Dinitrobenzene: Toxic effect in vivo and in vitro. J. Toxicol. Environ. Health. 7(5): 829-847.","NOAEL",0.4,NA,NA,"Increased splenic weight",3000,10,10,10,1,3,NA,"Rat","Carworth farm",NA,"Oral drinking water","spleen","organ weight","F","Continuous","Increased splenic weight",20,NA,0.68,0.01,"SE",3e-04,1000
"1,4-Dibromobenzene",106376,"IRIS","RfD (mg/kg/day)",0.01,"http://www.epa.gov/iris/subst/0148.htm","3/1/1988","Carlson, G.P. and R.G. Tardiff. 1977. Effect of 1,4-dibromobenzene and 1,2,4-tribromobenzene on xenobiotic metabolism. Toxicol. Appl. Pharmacol. 42: 189-196.","NOAEL",10,NA,NA,"Liver/body weight ratio and hepatic microsomal enzyme 

induction",1000,10,10,10,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral gavage","liver","enzyme activity","Both","Continuous","hepatic microsomal enzyme induction (azoreductase)",6,NA,38.9,4.1,"SE",0.01,1000
"1,4-Dibromobenzene",106376,"IRIS","RfD (mg/kg/day)",0.01,"http://www.epa.gov/iris/subst/0148.htm","3/1/1988","Carlson, G.P. and R.G. Tardiff. 1977. Effect of 1,4-dibromobenzene and 1,2,4-tribromobenzene on xenobiotic metabolism. Toxicol. Appl. Pharmacol. 42: 189-196.","NOAEL",10,NA,NA,"Liver/body weight ratio and hepatic microsomal enzyme 

induction",1000,10,10,10,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral gavage","liver","enzyme activity","Both","Continuous","hepatic microsomal enzyme induction (EFN detoxification)",6,NA,4,0.1,"SE",0.01,1000
"1,4-Dibromobenzene",106376,"IRIS","RfD (mg/kg/day)",0.01,"http://www.epa.gov/iris/subst/0148.htm","3/1/1988","Carlson, G.P. and R.G. Tardiff. 1977. Effect of 1,4-dibromobenzene and 1,2,4-tribromobenzene on xenobiotic metabolism. Toxicol. Appl. Pharmacol. 42: 189-196.","NOAEL",10,NA,NA,"Liver/body weight ratio and hepatic microsomal enzyme 

induction",1000,10,10,10,1,1,NA,"Rat","Sprague-Dawley",NA,"Oral gavage","liver","organ weight","Both","Continuous","liver/body weight ratio",6,NA,3.01,0.06,"SE",0.01,1000
"1,4-Dioxane",123911,"ATSDR","Chronic Oral MRL (mg/kg/day)",0.1,"http://www.atsdr.cdc.gov/ToxProfiles/tp187.pdf","4/2012","Kociba RJ, McCollister SB, Park C, et al. 1974. 1,4-Dioxane. I. Results of a 2-year ingestion study in rats. Toxicol Appl Pharmacol 30:275-286.","NOAEL",9.6,NA,NA,"liver effects",100,10,10,1,1,1,NA,"Rat","Sherman",NA,"Oral drinking water","liver","nonneoplastic histopathology","M","Dichotomous","hepatocellular degeneration and necrosis and evidence of hepatic regeneration as indicated by hepatocellular hyperplastic nodule formation",NA,NA,NA,NA,"",0.1,100
"1,4-Dioxane",123911,"IRIS","RfD (mg/kg/day)",0.03,"http://www.epa.gov/iris/subst/0326.htm","8/11/2010","Kociba RJ; McCollister SB; Park C; Torkelson TR; Gehring PJ (1974). 1,4-dioxane I Results of a 2-year ingestion study in rats. Toxicol Appl Pharmacol, 30: 275-286.","NOAEL",9.6,NA,NA,"Liver and kidney toxicity",300,10,10,1,1,3,NA,"Rat","Sherman",NA,"Oral drinking water","liver","nonneoplastic histopathology","M","Dichotomous","Liver toxicity",NA,NA,NA,NA,"",0.09,100
"1,4-Dioxane",123911,"IRIS","RfD (mg/kg/day)",0.03,"http://www.epa.gov/iris/subst/0326.htm","8/11/2010","Kociba RJ; McCollister SB; Park C; Torkelson TR; Gehring PJ (1974). 1,4-dioxane I Results of a 2-year ingestion study in rats. Toxicol Appl Pharmacol, 30: 275-286.","NOAEL",9.6,NA,NA,"Liver and kidney toxicity",300,10,10,1,1,3,NA,"Rat","Sherman",NA,"Oral drinking water","kidneys","nonneoplastic histopathology","M","Dichotomous","Kidney toxicity",NA,NA,NA,NA,"",0.09,100
"1,4-Dithiane",505293,"IRIS","RfD (mg/kg/day)",0.01,"http://www.epa.gov/iris/subst/0531.htm","3/1/1993","Schieferstein, G.J., W.G. Sheldon, S.A. Cantrell and G. Reddy. 1988. Subchronic toxicity study of 1,4-dithiane in the rat. Fund. Appl. Toxicol. 11: 703-714.","LOAEL",105,NA,NA,"Nasal olfactory lesions",10000,10,10,3,10,3,NA,"Rat","CD",NA,"Oral gavage","nasal passages","nonneoplastic histopathology","F","Dichotomous","Nasal olfactory lesions",30,0,NA,NA,"",0.03,3333.33333333333
"1-Butanol",71363,"IRIS","RfD (mg/kg/day)",0.1,"http://www.epa.gov/iris/subst/0140.htm","9/1/1990","U.S. EPA. 1986. Butanol: Rat oral subchronic toxicity study. Office of Solid Waste, Washington, DC.","NOAEL",125,NA,NA,"Hypoactivity and ataxia",1000,10,10,10,1,1,NA,"Rat","CD",NA,"Oral gavage","CNS","clinical signs","Both","Dichotomous","Hypoactivity and ataxia",NA,NA,NA,NA,"",0.1,1000
"1-Chloro-2,3-Epoxypropane",106898,"PPRTV","RfD (mg/kg/day)",0.006,"http://hhpprtv.ornl.gov/issue_papers/Epichlorohydrin.pdf","8/15/2006","Toth, G.P., J.A. Stober, H. Zenick et al. 1991. Correlation of sperm motion parameters with

fertility in rats treated subchronically with epichlorohydrin. J. Androl. 12:54-61.","LOAEL",6.25,NA,NA,"Fertility effects",1000,10,10,1,3,3,NA,"Rat","Long-Evans",NA,"Oral - other","male repro","reproduction","Both","Continuous","Fertility effects ( decreased percentage of fertilized ova)",20,NA,97.4,10,"SD",0.018,333.333333333333
"1-Chlorobutane",109693,"PPRTV","RfD (mg/kg/day)",0.04,"http://hhpprtv.ornl.gov/issue_papers/Chlorobutane1.pdf","2005","NTP (National Toxicology Program). 1986. Toxicology and carcinogenesis studies of n-butyl chloride in F344/N rats and B6C3F1 mice (gavage studies). CAS No. 109-69-3. NTP-TR-312. 198 p.","NOAEL",43,NA,NA,"hemorrage; Lymphoid depletion and hemosiderosis; Convulsions and tremors, multiple organ congestion, and increased mortality",1000,10,10,1,1,10,NA,"Rat","Fischer 344",NA,"Oral gavage","systemic","nonneoplastic histopathology","F","Dichotomous","multiple organ congestion",50,0,NA,NA,"",0.4,100
"1-Chlorobutane",109693,"PPRTV","RfD (mg/kg/day)",0.04,"http://hhpprtv.ornl.gov/issue_papers/Chlorobutane1.pdf","2005","NTP (National Toxicology Program). 1986. Toxicology and carcinogenesis studies of n-butyl chloride in F344/N rats and B6C3F1 mice (gavage studies). CAS No. 109-69-3. NTP-TR-312. 198 p.","NOAEL",43,NA,NA,"hemorrage; Lymphoid depletion and hemosiderosis; Convulsions and tremors, multiple organ congestion, and increased mortality",1000,10,10,1,1,10,NA,"Rat","Fischer 344",NA,"Oral gavage","systemic","nonneoplastic histopathology","M","Dichotomous","multiple organ congestion",50,2,NA,NA,"",0.4,100
"1-Chlorobutane",109693,"PPRTV","RfD (mg/kg/day)",0.04,"http://hhpprtv.ornl.gov/issue_papers/Chlorobutane1.pdf","2005","NTP (National Toxicology Program). 1986. Toxicology and carcinogenesis studies of n-butyl chloride in F344/N rats and B6C3F1 mice (gavage studies). CAS No. 109-69-3. NTP-TR-312. 198 p.","NOAEL",43,NA,NA,"hemorrage; Lymphoid depletion and hemosiderosis; Convulsions and tremors, multiple organ congestion, and increased mortality",1000,10,10,1,1,10,NA,"Rat","Fischer 344",NA,"Oral gavage","systemic","mortality/survival","F","Dichotomous","increased mortality",50,15,NA,NA,"",0.4,100
"1-Chlorobutane",109693,"PPRTV","RfD (mg/kg/day)",0.04,"http://hhpprtv.ornl.gov/issue_papers/Chlorobutane1.pdf","2005","NTP (National Toxicology Program). 1986. Toxicology and carcinogenesis studies of n-butyl chloride in F344/N rats and B6C3F1 mice (gavage studies). CAS No. 109-69-3. NTP-TR-312. 198 p.","NOAEL",43,NA,NA,"hemorrage; Lymphoid depletion and hemosiderosis; Convulsions and tremors, multiple organ congestion, and increased mortality",1000,10,10,1,1,10,NA,"Rat","Fischer 344",NA,"Oral gavage","systemic","mortality/survival","M","Dichotomous","increased mortality",50,10,NA,NA,"",0.4,100
"1-Chlorobutane",109693,"PPRTV","RfD (mg/kg/day)",0.04,"http://hhpprtv.ornl.gov/issue_papers/Chlorobutane1.pdf","2005","NTP (National Toxicology Program). 1986. Toxicology and carcinogenesis studies of n-butyl chloride in F344/N rats and B6C3F1 mice (gavage studies). CAS No. 109-69-3. NTP-TR-312. 198 p.","NOAEL",43,NA,NA,"hemorrage; Lymphoid depletion and hemosiderosis; Convulsions and tremors, multiple organ congestion, and increased mortality",1000,10,10,1,1,10,NA,"Rat","Fischer 344",NA,"Oral gavage","spleen","nonneoplastic histopathology","F","Dichotomous","Lymphoid depletion",50,1,NA,NA,"",0.4,100
"1-Chlorobutane",109693,"PPRTV","RfD (mg/kg/day)",0.04,"http://hhpprtv.ornl.gov/issue_papers/Chlorobutane1.pdf","2005","NTP (National Toxicology Program). 1986. Toxicology and carcinogenesis studies of n-butyl chloride in F344/N rats and B6C3F1 mice (gavage studies). CAS No. 109-69-3. NTP-TR-312. 198 p.","NOAEL",43,NA,NA,"hemorrage; Lymphoid depletion and hemosiderosis; Convulsions and tremors, multiple organ congestion, and increased mortality",1000,10,10,1,1,10,NA,"Rat","Fischer 344",NA,"Oral gavage","spleen","nonneoplastic histopathology","M","Dichotomous","hemosiderosis",50,6,NA,NA,"",0.4,100
"1-Chlorobutane",109693,"PPRTV","RfD (mg/kg/day)",0.04,"http://hhpprtv.ornl.gov/issue_papers/Chlorobutane1.pdf","2005","NTP (National Toxicology Program). 1986. Toxicology and carcinogenesis studies of n-butyl chloride in F344/N rats and B6C3F1 mice (gavage studies). CAS No. 109-69-3. NTP-TR-312. 198 p.","NOAEL",43,NA,NA,"hemorrage; Lymphoid depletion and hemosiderosis; Convulsions and tremors, multiple organ congestion, and increased mortality",1000,10,10,1,1,10,NA,"Rat","Fischer 344",NA,"Oral gavage","spleen","nonneoplastic histopathology","F","Dichotomous","hemosiderosis",50,3,NA,NA,"",0.4,100
"1-Chlorobutane",109693,"PPRTV","RfD (mg/kg/day)",0.04,"http://hhpprtv.ornl.gov/issue_papers/Chlorobutane1.pdf","2005","NTP (National Toxicology Program). 1986. Toxicology and carcinogenesis studies of n-butyl chloride in F344/N rats and B6C3F1 mice (gavage studies). CAS No. 109-69-3. NTP-TR-312. 198 p.","NOAEL",43,NA,NA,"hemorrage; Lymphoid depletion and hemosiderosis; Convulsions and tremors, multiple organ congestion, and increased mortality",1000,10,10,1,1,10,NA,"Rat","Fischer 344",NA,"Oral gavage","spleen","nonneoplastic histopathology","M","Dichotomous","Lymphoid depletion",50,1,NA,NA,"",0.4,100
"1-Chlorobutane",109693,"PPRTV","RfD (mg/kg/day)",0.04,"http://hhpprtv.ornl.gov/issue_papers/Chlorobutane1.pdf","2005","NTP (National Toxicology Program). 1986. Toxicology and carcinogenesis studies of n-butyl chloride in F344/N rats and B6C3F1 mice (gavage studies). CAS No. 109-69-3. NTP-TR-312. 198 p.","NOAEL",43,NA,NA,"hemorrage; Lymphoid depletion and hemosiderosis; Convulsions and tremors, multiple organ congestion, and increased mortality",1000,10,10,1,1,10,NA,"Rat","Fischer 344",NA,"Oral gavage","lung","nonneoplastic histopathology","M","Dichotomous","alveolar hemorrhage",50,0,NA,NA,"",0.4,100
"1-Chlorobutane",109693,"PPRTV","RfD (mg/kg/day)",0.04,"http://hhpprtv.ornl.gov/issue_papers/Chlorobutane1.pdf","2005","NTP (National Toxicology Program). 1986. Toxicology and carcinogenesis studies of n-butyl chloride in F344/N rats and B6C3F1 mice (gavage studies). CAS No. 109-69-3. NTP-TR-312. 198 p.","NOAEL",43,NA,NA,"hemorrage; Lymphoid depletion and hemosiderosis; Convulsions and tremors, multiple organ congestion, and increased mortality",1000,10,10,1,1,10,NA,"Rat","Fischer 344",NA,"Oral gavage","lung","nonneoplastic histopathology","F","Dichotomous","alveolar hemorrhage",50,0,NA,NA,"",0.4,100
"1-Chlorobutane",109693,"PPRTV","RfD (mg/kg/day)",0.04,"http://hhpprtv.ornl.gov/issue_papers/Chlorobutane1.pdf","2005","NTP (National Toxicology Program). 1986. Toxicology and carcinogenesis studies of n-butyl chloride in F344/N rats and B6C3F1 mice (gavage studies). CAS No. 109-69-3. NTP-TR-312. 198 p.","NOAEL",43,NA,NA,"hemorrage; Lymphoid depletion and hemosiderosis; Convulsions and tremors, multiple organ congestion, and increased mortality",1000,10,10,1,1,10,NA,"Rat","Fischer 344",NA,"Oral gavage","brain","gross pathology","F","Dichotomous","hemhorrage",50,1,NA,NA,"",0.4,100
"1-Chlorobutane",109693,"PPRTV","RfD (mg/kg/day)",0.04,"http://hhpprtv.ornl.gov/issue_papers/Chlorobutane1.pdf","2005","NTP (National Toxicology Program). 1986. Toxicology and carcinogenesis studies of n-butyl chloride in F344/N rats and B6C3F1 mice (gavage studies). CAS No. 109-69-3. NTP-TR-312. 198 p.","NOAEL",43,NA,NA,"hemorrage; Lymphoid depletion and hemosiderosis; Convulsions and tremors, multiple organ congestion, and increased mortality",1000,10,10,1,1,10,NA,"Rat","Fischer 344",NA,"Oral gavage","brain","gross pathology","M","Dichotomous","hemhorrage",49,2,NA,NA,"",0.4,100
"1-Chlorobutane",109693,"PPRTV","RfD (mg/kg/day)",0.04,"http://hhpprtv.ornl.gov/issue_papers/Chlorobutane1.pdf","2005","NTP (National Toxicology Program). 1986. Toxicology and carcinogenesis studies of n-butyl chloride in F344/N rats and B6C3F1 mice (gavage studies). CAS No. 109-69-3. NTP-TR-312. 198 p.","NOAEL",43,NA,NA,"hemorrage; Lymphoid depletion and hemosiderosis; Convulsions and tremors, multiple organ congestion, and increased mortality",1000,10,10,1,1,10,NA,"Rat","Fischer 344",NA,"Oral gavage","CNS","clinical signs","Both","Dichotomous","Convulsions and tremors",NA,NA,NA,NA,"",0.4,100
"1-Methoxy-2-Propanol",107982,"HEAST","RfD (mg/kg/day)",0.7,"http://epa-heast.ornl.gov/heast.php?chemical=Propylene Glycol Monomethyl Ether","1984","Rowe V.K., D.D. McCollister, H.C. Spencer et al. 1954. Toxicology of mono-, di-, and tri-Propylene Glycol Methyl Ethers. Arch Ind Hyg Occup Med. 9: 509-525.","NOEL",947,NA,NA,"histopathology of the liver and kidney",1000,10,10,10,1,1,NA,"Rat","Albino",NA,"Oral gavage","liver","nonneoplastic histopathology","Both","","histopathology of the liver",NA,NA,NA,NA,"",0.7,1000
"1-Methoxy-2-Propanol",107982,"HEAST","RfD (mg/kg/day)",0.7,"http://epa-heast.ornl.gov/heast.php?chemical=Propylene Glycol Monomethyl Ether","1984","Rowe V.K., D.D. McCollister, H.C. Spencer et al. 1954. Toxicology of mono-, di-, and tri-Propylene Glycol Methyl Ethers. Arch Ind Hyg Occup Med. 9: 509-525.","NOEL",947,NA,NA,"histopathology of the liver and kidney",1000,10,10,10,1,1,NA,"Rat","Albino",NA,"Oral gavage","kidneys","nonneoplastic histopathology","Both","","histopathology of the kidney",NA,NA,NA,NA,"",0.7,1000
"1-Naphthyl-N-Methylcarbamate",63252,"IRIS","RfD (mg/kg/day)",0.1,"http://www.epa.gov/iris/subst/0019.htm","3/1/1988","Carpenter, C.P., C.W. Weil, P.E. Polin, et al. 1961. Mammalian toxicity of 1-naphthayl-N-methylcarbamate (Sevin insecticide). J. Agric. Food Chem. 9: 30-39.","NOAEL",9.6,NA,NA,"Kidney and liver toxicity",100,10,10,1,1,1,NA,"Rat","CF-N",NA,"Oral diet","kidneys","nonneoplastic histopathology","Both","Dichotomous","Kidney toxicity",NA,NA,NA,NA,"",0.1,100
"1-Naphthyl-N-Methylcarbamate",63252,"IRIS","RfD (mg/kg/day)",0.1,"http://www.epa.gov/iris/subst/0019.htm","3/1/1988","Carpenter, C.P., C.W. Weil, P.E. Polin, et al. 1961. Mammalian toxicity of 1-naphthayl-N-methylcarbamate (Sevin insecticide). J. Agric. Food Chem. 9: 30-39.","NOAEL",9.6,NA,NA,"Kidney and liver toxicity",100,10,10,1,1,1,NA,"Rat","CF-N",NA,"Oral diet","liver","nonneoplastic histopathology","Both","Dichotomous","Liver toxicity",NA,NA,NA,NA,"",0.1,100
"2,2',4,4',5-Pentabromodiphenyl ether",60348609,"IRIS","RfD (mg/kg/day)",1e-04,"http://www.epa.gov/iris/subst/1008.htm","6/30/2008","Viberg, H; Fredriksson, A; Eriksson, P. (2004a) Investigations of strain and/or gender differences in developmental neurotoxic effects of polybrominated diphenyl ethers in mice. Toxicol Sci 81:344-353.","BMDL",0.29,0.41,"1SD","Neurobehavioral effects",3000,10,10,3,1,10,NA,"Mouse","C57/B1",NA,"Oral gavage","CNS","neurobehavior","F","Continuous","Neurobehavioral effects (habituation ratio for rearing)",8,NA,0.22,0.61,"SD",0.001,300
"2,2',4,4'-Tetrabromodiphenyl ether",5436431,"IRIS","RfD (mg/kg/day)",1e-04,"http://www.epa.gov/iris/subst/1010.htm","6/30/2008","Eriksson, P; Jakobsson, E; Fredriksson, A. (2001) Brominated flame retardants: a novel class of developmental neurotoxicants in our environment? Environ Health Perspect 109(9):903-908.","BMDL",0.35,0.47,"1SD","Neurobehavioral effects",3000,10,10,3,1,10,NA,"Mouse","NMRI",NA,"Oral gavage","CNS","neurobehavior","Both","Continuous","Neurobehavioral effects (habituation ratio for total activity).",8,NA,13.1,2.86,"SD",0.001,300
